Item_no,Description,BRANCH,QUANTITY_IN_PCS, UNIT_PRICE , AMOUNT ,MONTH
ITM04355,NATURAL TEARS II 15ML,BUNGOMA,21,609.96,"12,809.25",JUNE
ITM02109,DIPROFOS INJ GENERIC,BUNGOMA,23,590.49,"13,581.19",MAY
ITM03425,ITRANOX CAPS 100MG 5s,BUNGOMA,25,80,"2,000.00",MAY
ITM05353,RHINATHIOL PROMETHAZINE 125ML,BUNGOMA,27,640.72,"17,299.41",MAY
ITM01469,CLAVULIN 1GM 14S,BUNGOMA,28,140.21,"3,926.00",JULY
ITM09293,TOBI-D EYE DROPS,BUNGOMA,30,186,"5,580.00",MAY
ITM03171,HEMOTON S SYP 250ML,BUNGOMA,30,169.15,"5,074.49",JULY
ITM02487,ESOSE HP KIT 7S,BUNGOMA,35,527.43,"18,460.00",JULY
ITM02779,FLUCONAZOLE(GVFLUC) SUSP 50MG 35ML,BUNGOMA,40,224.51,"8,980.31",APRIL
ITM02489,ESOSE TABS 20MG 10S,BUNGOMA,40,32.3,"1,292.00",APRIL
ITM02580,FEBO G TABS 40MG 20s,BUNGOMA,40,89.05,"3,562.06",MAY
ITM02391,EPICOGEL SUSP 180ML,BUNGOMA,42,316.77,"13,304.40",JUNE
ITM06157,UNIBROL TABS 24S,BUNGOMA,48,32.04,"1,537.73",APRIL
ITM04796,OVACARE FORTE 20S,BUNGOMA,60,49.46,"2,967.81",JUNE
ITM05438,SAFECAL TABS 30S,BUNGOMA,60,24.6,"1,476.00",JULY
ITM05440,SAFERON PLUS TABS 30S,BUNGOMA,60,29.8,"1,788.00",JUNE
ITM09398,SLIMSY GUMMIES 30`S,BUNGOMA,60,28.19,"1,691.50",MAY
ITM01679,CORNCAP CARNATION CAPS 5s,BUNGOMA,65,48,"3,120.00",JULY
ITM06332,VITAMIN K INJ 2MG  PAED 5S,BUNGOMA,80,114,"9,120.00",JUNE
ITM03007,GLENTEL H 40 30S,BUNGOMA,90,48.37,"4,353.00",JULY
ITM03127,H PYLORI KIT(LAEKIT) 7S,BUNGOMA,98,314.29,"30,800.00",JUNE
ITM01434,CLAMOXIN 1GM 10S,BUNGOMA,100,10.9,"1,090.00",APRIL
ITM06566,ZUPRICIN OINTMENT,BUNGOMA,106,556,"58,936.00",JUNE
ITM01230,CEFUROXIME(SANFUROX)500MG 10S,BUNGOMA,120,33,"3,960.00",MAY
ITM03807,LONART SUSP 60ML,BUNGOMA,145,137,"19,865.00",JULY
ITM05052,PLUS MULTIVITAMIN CAPS 30`S,BUNGOMA,150,29.3,"4,395.00",JUNE
ITM03964,MEDROL 4MG 30S,BUNGOMA,150,25.33,"3,800.00",MAY
ITM03978,MEGA PLUS CAPS 30S,BUNGOMA,150,17.96,"2,694.04",JUNE
ITM00340,AMOXICLAV (CLAXY) 1 2MG INJ 1S,BUNGOMA,151,139.42,"21,052.48",APRIL
ITM02920,GABICA 100MG 35S,BUNGOMA,175,73.26,"12,820.00",JULY
ITM05295,RASEC MR TABS 10S,BUNGOMA,200,66,"13,200.00",JUNE
ITM09105,AMOXICLAV 625MG (CYTOCLAV TABS 10`S),BUNGOMA,200,52,"10,400.00",JULY
ITM05298,RAZID M 20MG 20,BUNGOMA,200,73.6,"14,720.00",JULY
ITM03178,HEMSAMIC CAPS 500MG 20`S,BUNGOMA,200,38.55,"7,710.00",FEBRUARY
ITM02490,ESOSE TABS 20MG 30S,BUNGOMA,210,32.1,"6,741.00",JULY
ITM05713,SUBSYDE CR 10`S,BUNGOMA,260,9.5,"2,470.00",MAY
ITM03033,GLUCOPHAGE 500MG 90s,BUNGOMA,270,4.39,"1,185.00",JULY
ITM07200,COEMPAKEN 5/500MG 28`S,BUNGOMA,280,77.71,"21,760.00",JUNE
ITM07199,COEMPAKEN 5/1000MG 28`S,BUNGOMA,280,87.46,"24,490.00",JUNE
ITM09843,VITAGAB 150MG CAPSULES 30`S,BUNGOMA,300,16.23,"4,869.46",JULY
ITM05124,PREG SMILE 30s,BUNGOMA,390,22.01,"8,582.56",JUNE
ITM02324,ENALAPRIL 5MG TABS GENERIC 100s,BUNGOMA,400,1.13,451.07,MARCH
ITM02666,FIZZIMOL 500MG TABS 16S,BUNGOMA,480,16.02,"7,688.63",MAY
ITM08125,SALOREX TABS 100`S,BUNGOMA,500,6.66,"3,331.74",MAY
ITM02381,EPANUTIN CAPS 100MG 84S,BUNGOMA,504,39.33,"19,824.00",JULY
ITM05567,SEVEN SEAS ONE A DAY 60s,BUNGOMA,540,29.62,"15,993.00",MAY
ITM09596,KAMOX CLAV 1G TABLETS 10'S,BUNGOMA,640,233.45,"149,408.00",JULY
ITM04178,MONTANA 5MG 14S,BUNGOMA,700,56.93,"39,850.00",JUNE
ITM08156,CO-AMOXICLAV WINCLAV 625MG TABS 10`S,BUNGOMA,950,19.18,"18,224.33",JULY
ITM02334,ENARIL 5MG 100S BEXIMCO,BUNGOMA,1000,4.46,"4,459.40",MARCH
ITM03155,HEDEX TABS 100s,BUNGOMA,1396,3.2,"4,463.36",MAY
ITM08639,ACTION ADVANCE TABLETS 100`S,BUNGOMA,2600,3.6,"9,368.45",JUNE
ITM02698,FLEXCAL-D SUSP 200ML,NOLIMIT,1,461.32,461.32,JANUARY
ITM06110,TUSICOF PAED 100ML,NOLIMIT,1,102.52,102.52,FEBRUARY
ITM03496,KETAMINE INJ,NOLIMIT,2,292.17,584.34,JANUARY
ITM02538,EXOCIN DROPS,NOLIMIT,2,664.3,"1,328.59",JANUARY
ITM06337,VITANORM LIQUID 100ML,NOLIMIT,2,141.47,282.94,JANUARY
ITM09456,LETZGO GEL 30G,NOLIMIT,2,"1,396.00","2,792.00",APRIL
ITM00494,ASCORIL 200ML,NOLIMIT,3,416,"1,248.00",MARCH
ITM06230,VDM KIT,NOLIMIT,3,686.85,"2,060.55",FEBRUARY
ITM02077,DICLON EYE DROP,NOLIMIT,4,119.94,479.77,FEBRUARY
ITM02862,FRESHA MOUTH WASH 100ML,NOLIMIT,4,145.57,582.29,JANUARY
ITM00727,BENYLIN ORIGINAL 100ML,NOLIMIT,5,697,"3,485.00",JANUARY
ITM01434,CLAMOXIN 1GM 10S,NOLIMIT,6,10.9,65.4,APRIL
ITM03203,HISTARGAN CREAM 20GM,NOLIMIT,6,51.26,307.55,MAY
ITM03155,HEDEX TABS 100s,NOLIMIT,12,3.2,38.37,FEBRUARY
ITM01709,COSVATE G CREAM 15GM,NOLIMIT,13,248,"3,224.00",JANUARY
ITM08386,SECUTRIL-VT 200 TABLETS 14`S,NOLIMIT,14,102,"1,428.00",JANUARY
ITM03009,GLEVONIX 500MG 10S,NOLIMIT,15,113.7,"1,705.50",MAY
ITM00624,AZITHROMYCIN(AGYCIN) SUSP 15ML,NOLIMIT,20,60.9,"1,218.00",FEBRUARY
ITM01875,DACOFF EXP 100ML,NOLIMIT,20,133.27,"2,665.39",FEBRUARY
ITM04750,ORNILOX TABS 10`S,NOLIMIT,25,103.3,"2,582.50",JANUARY
ITM01469,CLAVULIN 1GM 14S,NOLIMIT,28,140.21,"3,926.00",MARCH
ITM02976,GENTAMYCIN EYE DROPS,NOLIMIT,38,19,722,MARCH
ITM06356,VOMISTOP 2*10,NOLIMIT,40,15.63,625.34,JANUARY
ITM05095,PRAZIQUANTEL  600MG  100S,NOLIMIT,49,"2,967.00","145,383.00",MARCH
ITM09253,OSAM D TABS 830MG+400IU 30`S,NOLIMIT,90,25.87,"2,328.00",APRIL
ITM00522,ATENOLOL LONET 50MG 100S,NOLIMIT,120,3.74,448.8,MARCH
ITM01036,CARDITAN AM 28s,NOLIMIT,140,13.8,"1,931.53",JANUARY
ITM00787,BG GLUTAMIN TABS 30s,NOLIMIT,154,11.28,"1,736.60",FEBRUARY
ITM04437,NEUROCARE CAPS 30`S,NOLIMIT,183,49.89,"9,129.99",FEBRUARY
ITM02441,ESOFAG 20MG TABS 30S,NOLIMIT,210,22.07,"4,634.00",MARCH
ITM00804,BIOFOLIC DHA CAPS 100S,NOLIMIT,320,30,"9,600.00",MARCH
ITM09043,FRINASE NASAL SPRAY,MOMBASA RETAIL,1,768.86,768.86,JUNE
ITM01959,DEPO MEDROL 40MG,MOMBASA RETAIL,1,760,760,MAY
ITM05353,RHINATHIOL PROMETHAZINE 125ML,MOMBASA RETAIL,1,640.72,640.72,MAY
ITM07232,SERTAKIND CREAM 20G (SERTACONAZOLE NITRATE 0.2% W/W),MOMBASA RETAIL,1,930,930,JUNE
ITM04162,MOMATE AZ NASAL SPRAY,MOMBASA RETAIL,1,"1,786.00","1,786.00",MAY
ITM03299,IBUBRUFEN IBUMEX GEL,MOMBASA RETAIL,1,83.04,83.04,MARCH
ITM04061,METPURE XL 25MG 30s,MOMBASA RETAIL,1,47.9,47.9,APRIL
ITM09349,NAXACIN OINT 20G,MOMBASA RETAIL,1,348.55,348.55,APRIL
ITM05848,TEARS NATURALE 15ML,MOMBASA RETAIL,2,609.96,"1,219.93",JUNE
ITM09282,WELLBABY MULTIVITAMIN DROPS 30ML,MOMBASA RETAIL,2,"1,517.22","3,034.44",MARCH
ITM05052,PLUS MULTIVITAMIN CAPS 30`S,MOMBASA RETAIL,5,29.3,146.5,JUNE
ITM07126,SPIROGLEN 10`S,MOMBASA RETAIL,10,79.5,795,MARCH
ITM05653,SORAL 20MG 20s,MOMBASA RETAIL,10,43.3,433,APRIL
ITM08381,DAPAZIN 5 TABLETS 14`S,MOMBASA RETAIL,10,71.43,714.29,FEBRUARY
ITM04731,OPTIVE PLUS EYE DROP 10ML,MOMBASA RETAIL,11,"1,454.00","15,994.00",FEBRUARY
ITM04177,MONTANA 10MG 14S,MOMBASA RETAIL,11,68.21,750.36,MAY
ITM02928,GABICA CAPS 300MG 14s,MOMBASA RETAIL,14,133.07,"1,863.00",FEBRUARY
ITM04062,METPURE XL 50MG 30s,MOMBASA RETAIL,15,65.33,980,MAY
ITM05438,SAFECAL TABS 30S,MOMBASA RETAIL,20,24.6,492,FEBRUARY
ITM04178,MONTANA 5MG 14S,MOMBASA RETAIL,26,56.93,"1,480.14",MAY
ITM03872,LYRICA 75MG 28S,MOMBASA RETAIL,30,143.14,"4,294.29",APRIL
ITM03398,IROVEL 300MG 30S,MOMBASA RETAIL,30,103.33,"3,100.00",MARCH
ITM00575,AVALIFE ADVANCE RESCUE CAPS 30S,MOMBASA RETAIL,30,47.2,"1,416.00",APRIL
ITM03964,MEDROL 4MG 30S,MOMBASA RETAIL,30,25.33,760,MAY
ITM01529,CLOPRESS 75MG 30S,MOMBASA RETAIL,35,57.67,"2,018.33",JUNE
ITM01825,CTX OSSTRIM 100ML,MOMBASA RETAIL,72,30.75,"2,214.32",MAY
ITM06479,ZEDEX 100ML,KITUI RETAIL,1,128.14,128.14,FEBRUARY
ITM01631,COLIZA DROPS,KITUI RETAIL,1,179.4,179.4,MARCH
ITM07492,OTOXIDE EAR DROPS 10ML,KITUI RETAIL,1,100,100,APRIL
ITM04327,MZ-CAL PLUS SUSP 200ML,KITUI RETAIL,1,440,440,JANUARY
ITM05645,SONADERM GM CREAM,KITUI RETAIL,1,183.5,183.5,JANUARY
ITM00942,CADISTIN SYP PLUS 100ML,KITUI RETAIL,1,184.53,184.53,MARCH
ITM00494,ASCORIL 200ML,KITUI RETAIL,1,416,416,MARCH
ITM09031,ETORICOXIB TORY 120MG 30'S,KITUI RETAIL,1.12,39.47,44.2,APRIL
ITM03883,LYSOFLAM  30S,KITUI RETAIL,1.2,20.33,24.4,APRIL
ITM00140,AERIUS TABS 30s,KITUI RETAIL,1.23,106.4,130.87,MARCH
ITM08744,NEUTRAFLUX TABLETS 30`S,KITUI RETAIL,1.8,11.67,21,APRIL
ITM08058,G DERM CREAM 20GM,KITUI RETAIL,2,190,380,MARCH
ITM01471,CLAVULIN 457MG/5ML SUSP,KITUI RETAIL,2,"1,123.00","2,246.00",APRIL
ITM06432,X-TONE SYRUP 200ML,KITUI RETAIL,2,430.56,861.13,MARCH
ITM00414,ANUSOL OINTMENT 25GM,KITUI RETAIL,2,830,"1,660.00",MARCH
ITM05479,SARA D3 DROPS 15ML,KITUI RETAIL,2,460,920,MARCH
ITM00386,ANGIZAAR 50MG 30S,KITUI RETAIL,2.6,19.13,49.75,APRIL
ITM03269,HYOSCINE(DUXCOSPAN PLUS) TABS 20s,KITUI RETAIL,2.9,16.91,49.05,MARCH
ITM01447,CLARIE DS 125MG/5ML 50ML,KITUI RETAIL,3,735,"2,205.00",MARCH
ITM08663,AUROMIDE PLUS EYE DROPS 5ML,KITUI RETAIL,3,256.29,768.86,JANUARY
ITM00886,BRONKOF 60ML,KITUI RETAIL,3,101.49,304.47,FEBRUARY
ITM00082,ACTILIFE WOMENs FLORA CAPS 30S,KITUI RETAIL,3,43.27,129.8,FEBRUARY
ITM08197,GLIFEMPA 25MG TABS 30`S,KITUI RETAIL,3,78.41,235.23,FEBRUARY
ITM09246,GLOMOX-D EYE DROPS(MOXFLOXACIN+DEXAMETHASONE),KITUI RETAIL,5,360,"1,800.00",JANUARY
ITM06446,YESCORT30MG(DEFLAZACORT) 30S,KITUI RETAIL,7,51.26,358.8,JANUARY
ITM03167,HEMOFER INJECTION 5ML 2s,KITUI RETAIL,8,563.83,"4,510.66",MARCH
ITM02263,ECOFREE-90 TABS 10s,KITUI RETAIL,8,48.18,385.46,JANUARY
ITM05795,SYLENT TX TABS 10S,KITUI RETAIL,11,99,"1,089.00",FEBRUARY
ITM01017,CARCA 12 5MG 30s,KITUI RETAIL,14,63.67,891.33,MARCH
ITM03878,LYSODOL 100MG 30s,KITUI RETAIL,14,4.27,59.8,MARCH
ITM05050,PLENDIL 5MG TABS 30s,KITUI RETAIL,15,75.5,"1,132.50",JANUARY
ITM04312,MYOFAST TABS 100s,KITUI RETAIL,20,16.5,330,JANUARY
ITM06030,TRES ORIX CAPS 20s,KITUI RETAIL,20,49.21,984.14,APRIL
ITM05983,TORSINEX 20MG TABS 30s,KITUI RETAIL,21,42,882,MARCH
ITM06580,ZYRTAL MR TABS 20'S,KITUI RETAIL,28,34.25,959,JANUARY
ITM02262,ECOFREE-120MG TABS 10S,KITUI RETAIL,28,65.61,"1,837.07",JANUARY
ITM02671,FLAMACOR MR TABS 30s,KITUI RETAIL,30,18,540,APRIL
ITM00752,BETALOC 100MG 30S,KITUI RETAIL,30,61.77,"1,853.00",APRIL
ITM00529,ATORID 40MG TABS 30s,KITUI RETAIL,30,70,"2,100.00",JANUARY
ITM04371,NEBILONG 5MG 30`S,KITUI RETAIL,30,57.2,"1,716.00",MARCH
ITM05391,ROBIDOM SR CAPS 30`s,KITUI RETAIL,30,93.33,"2,800.00",FEBRUARY
ITM08396,CILNITEL 10/80 TABLETS 30`S,KITUI RETAIL,30,63.27,"1,898.00",APRIL
ITM00583,AVODART CAPS 0.5MG 30S,KITUI RETAIL,36,90.73,"3,266.40",FEBRUARY
ITM03037,GLUCOPHAGE XR 1000MG TABS 60S,KITUI RETAIL,37,18.62,689.07,FEBRUARY
ITM00804,BIOFOLIC DHA CAPS 100S,KITUI RETAIL,40,30,"1,200.00",MARCH
ITM08139,ETORICOXIB(COXIRAV) TABS 90MG 10s,KITUI RETAIL,50,35.88,"1,794.01",APRIL
ITM08265,TIBINA 10MG TABS 30`S,KITUI RETAIL,60,21.67,"1,300.00",JANUARY
ITM05196,PROMIMBA 30S,KITUI RETAIL,60,56.5,"3,390.00",JANUARY
ITM08359,VOMIKIND MD 8MG TABS 10`S,KITUI RETAIL,70,39,"2,730.00",MARCH
ITM04554,NORVASC 5MG 30S,KITUI RETAIL,70,85.33,"5,973.33",FEBRUARY
ITM07397,ENALAPRIL 5MG (CARDIPRIL) 100'S,KITUI RETAIL,95,0.72,68.17,MARCH
ITM01434,CLAMOXIN 1GM 10S,KITUI RETAIL,100,10.9,"1,090.00",APRIL
ITM06335,VITANERVE CAPS 30S,KITUI RETAIL,120,43.33,"5,200.00",FEBRUARY
ITM01761,COX B 200MG  50s,KITUI RETAIL,150,37.42,"5,612.70",APRIL
ITM03827,LOSARTAN 50MG (SARTILOS)30S,KITUI RETAIL,150,3.25,486.95,JANUARY
ITM02334,ENARIL 5MG 100S BEXIMCO,KITUI RETAIL,465,4.46,"2,073.62",FEBRUARY
ITM08346,PILOCARPINE NITRATE EYE DROP 5ML(PHARMACARP),NAIVASHA,1,604.84,604.84,FEBRUARY
ITM03721,LICEOMA LOTION 60ML,NAIVASHA,1,268,268,APRIL
ITM01471,CLAVULIN 457MG/5ML SUSP,NAIVASHA,2,"1,123.00","2,246.00",MAY
ITM03542,KLENZIT C GEL 15GM,NAIVASHA,2,"1,026.00","2,052.00",JUNE
ITM09345,OPTIVE GEL DROPS 10ML,NAIVASHA,2,"1,496.00","2,992.00",MAY
ITM06496,ZEVAC SYP 60ML,NAIVASHA,2,250,500,MARCH
ITM08972,MUPIROCIN 2%(BACTROBEL)OINT 15G,NAIVASHA,3,375,"1,125.00",MAY
ITM09293,TOBI-D EYE DROPS,NAIVASHA,5,186,930,MAY
ITM08842,GI KIT 7`S,NAIVASHA,7,425.57,"2,979.00",MAY
ITM09115,CEFIXIME CEF-OD SUSP 100MG/5ML 30ML,NAIVASHA,7,287.04,"2,009.29",FEBRUARY
ITM03689,LEVOFLOXACIN IV 500MG 100ML,NAIVASHA,8,97.39,779.11,MARCH
ITM03414,ITACARE 100MG 10s,NAIVASHA,10,119.5,"1,195.00",JUNE
ITM09233,TOBI-FM EYE DROPS 5ML,NAIVASHA,10,258,"2,580.00",APRIL
ITM09291,GLODEX STERILE EYE DROPS,NAIVASHA,10,81,810,FEBRUARY
ITM08991,RISEK INSTA GRAN 20+1680MG TP 10`S,NAIVASHA,10,38.9,389,MAY
ITM03163,HEMATON SYRUP 250ML,NAIVASHA,10,61.51,615.09,JUNE
ITM05848,TEARS NATURALE 15ML,NAIVASHA,12,609.96,"7,319.57",JUNE
ITM00805,BIOFREEZ ROLL-ON,NAIVASHA,12,405,"4,860.00",MAY
ITM09343,EMPATOR 25 TABLETS 14`S,NAIVASHA,14,72.14,"1,010.00",JUNE
ITM06406,XARELTO TABS 15MG 14s,NAIVASHA,14,139.29,"1,950.00",MAY
ITM06201,VAGICLIN PLUS PESS 7s,NAIVASHA,21,142.86,"3,000.00",APRIL
ITM02108,DIPROFOS INJ 2M L(ORIGINAL),NAIVASHA,23,"1,300.00","29,900.00",MAY
ITM04177,MONTANA 10MG 14S,NAIVASHA,28,68.21,"1,910.00",MAY
ITM05865,TELMICOS 40-H TABS 30s,NAIVASHA,30,33.33,"1,000.00",JUNE
ITM09167,GETRYL 3MG TABS 20'S,NAIVASHA,40,52.15,"2,086.00",JUNE
ITM00800,BIOCOF SYP 100ML,NAIVASHA,42,50.75,"2,131.50",MAY
ITM07067,CLAMOXIN 228.5 SUSP,NAIVASHA,45,229,"10,305.00",MAY
ITM05295,RASEC MR TABS 10S,NAIVASHA,50,66,"3,300.00",JUNE
ITM03704,LEVOFLOXACIN(UTIVANIC)500MG 10S,NAIVASHA,50,71.5,"3,575.00",MAY
ITM03374,INOSITA PLUS 50/500MG TABS 10s,NAIVASHA,50,56,"2,800.00",FEBRUARY
ITM03749,LIPITOR 20MG 30s,NAIVASHA,60,132.73,"7,964.00",MARCH
ITM04369,NEBILONG 10MG 30S,NAIVASHA,60,57.63,"3,458.00",JUNE
ITM02581,FEBO G TABS 80MG 20s,NAIVASHA,60,158.85,"9,531.00",MAY
ITM02472,ESOMEPRAZOLE(ESOPRIDE)20MG 30S,NAIVASHA,60,49.27,"2,956.00",JUNE
ITM03807,LONART SUSP 60ML,NAIVASHA,66,137,"9,042.00",MAY
ITM04178,MONTANA 5MG 14S,NAIVASHA,84,56.93,"4,782.00",MAY
ITM04775,OSTEOCARE CHEWABLE 30S,NAIVASHA,90,32.5,"2,925.00",JUNE
ITM08639,ACTION ADVANCE TABLETS 100`S,NAIVASHA,100,3.6,360.33,JUNE
ITM06581,ZYRTAL OD TABS 200MG 20s,NAIVASHA,100,38.2,"3,820.00",JUNE
ITM03419,ITRACONAZOLE CAPS 4S (ITRANOX)100MG,NAIVASHA,120,90,"10,800.00",MAY
ITM05440,SAFERON PLUS TABS 30S,NAIVASHA,300,29.8,"8,940.00",MAY
ITM01434,CLAMOXIN 1GM 10S,NAIVASHA,450,10.9,"4,905.00",APRIL
ITM00825,BISACODYL 5MG TABS GENERIC 28`S,NAIVASHA,504,0.7,350.6,MARCH
ITM07060,FALCIDIN TABLETS 3`S,NAIVASHA,2490,19.48,"48,499.85",JUNE
ITM00393,ANTACID NOVELTA 100ML,KAKAMEGA,1,112.77,112.77,MARCH
ITM04166,MOMATE OINT 15GM,KAKAMEGA,1,650,650,MARCH
ITM07982,LEVOCETRIZINE LEVOFREE TABS 5MG 30`S,KAKAMEGA,1,5.47,5.47,MAY
ITM02241,DYNAPAR QPS 30ML SPRAY,KAKAMEGA,3,"1,300.00","3,900.00",FEBRUARY
ITM00798,BIO OIL SKIN GEL 50ML,KAKAMEGA,3,410.06,"1,230.18",MAY
ITM01001,CAPSIFENAC GEL 20G,KAKAMEGA,4,199,796,MAY
ITM08868,DEEP RELIEF GEL 30MG,KAKAMEGA,5,604.84,"3,024.19",APRIL
ITM03894,MAALOX PLUS SUSPENSION 250ML,KAKAMEGA,5,"1,052.00","5,260.00",JUNE
ITM00851,BONJELA TEETHING GEL ADULT,KAKAMEGA,7,"1,219.93","8,539.50",MAY
ITM03127,H PYLORI KIT(LAEKIT) 7S,KAKAMEGA,7,314.29,"2,200.00",MARCH
ITM02184,DREZ V GEL,KAKAMEGA,9,499,"4,491.00",APRIL
ITM07215,KEFROX 125MG/5ML SUSP 60ML (CEFUROXIME),KAKAMEGA,10,330,"3,300.00",MARCH
ITM01274,CEREGARD FORTE TABS 10S,KAKAMEGA,10,170,"1,700.00",MARCH
ITM05629,SOLO 5MG 14S,KAKAMEGA,14,24.86,348,MAY
ITM03393,IRON SUCROSE HEMOFER 5ML 5`S,KAKAMEGA,15,492.07,"7,381.08",MAY
ITM03419,ITRACONAZOLE CAPS 4S (ITRANOX)100MG,KAKAMEGA,44,90,"3,960.00",MAY
ITM03964,MEDROL 4MG 30S,KAKAMEGA,60,25.33,"1,520.00",MAY
ITM02493,ESOSTAR 20MG 30S,KAKAMEGA,60,9.74,584.34,APRIL
ITM03704,LEVOFLOXACIN(UTIVANIC)500MG 10S,KAKAMEGA,100,71.5,"7,150.00",MAY
ITM04423,NERVILLIN NT TABS 30S,KAKAMEGA,120,74.49,"8,939.31",MAY
ITM04178,MONTANA 5MG 14S,KAKAMEGA,140,56.93,"7,970.00",MAY
ITM05567,SEVEN SEAS ONE A DAY 60s,KAKAMEGA,180,29.62,"5,331.00",MARCH
ITM00825,BISACODYL 5MG TABS GENERIC 28`S,KAKAMEGA,196,0.7,136.34,FEBRUARY
ITM08125,SALOREX TABS 100`S,KAKAMEGA,500,6.66,"3,331.74",MAY
ITM05752,SURGICAL 001,KAKAMEGA,720,30.75,"22,143.24",APRIL
ITM05848,TEARS NATURALE 15ML,UMOJA,1,609.96,609.96,MAY
ITM00800,BIOCOF SYP 100ML,UMOJA,1,50.75,50.75,MAY
ITM00727,BENYLIN ORIGINAL 100ML,UMOJA,1,697,697,JANUARY
ITM04848,PANDERM CREAM,UMOJA,1,385,385,MARCH
ITM05605,SKILAX DROPS 15ML,UMOJA,1,645.84,645.84,MAY
ITM04722,OPTIDEX-T SUSP,UMOJA,2,700,"1,400.00",MAY
ITM03197,HILDERM CH 30GM,UMOJA,3,173.25,519.75,MAY
ITM07842,MUCOLYN PAEDRIATIC SRP 100ML,UMOJA,3,123.02,369.05,MAY
ITM03046,GLUCOWELL-MET 50:1000 TABS 28S,UMOJA,23,67,"1,541.00",APRIL
ITM04199,MONTIGET 4MG  14s,UMOJA,28,35.51,994.4,JUNE
ITM03398,IROVEL 300MG 30S,UMOJA,30,103.33,"3,100.00",MARCH
ITM03872,LYRICA 75MG 28S,RONGAI,2,143.14,286.29,APRIL
ITM04207,MOTESONE 15GM,RONGAI,2,240.91,481.82,APRIL
ITM05848,TEARS NATURALE 15ML,RONGAI,4,609.96,"2,439.86",APRIL
ITM00393,ANTACID NOVELTA 100ML,RONGAI,4,112.77,451.07,MARCH
ITM00380,ANDOLEX C SPRAY 30ML,RONGAI,4,"1,537.73","6,150.90",MAY
ITM04731,OPTIVE PLUS EYE DROP 10ML,RONGAI,5,"1,454.00","7,270.00",APRIL
ITM00394,ANTACID NOVELTA SUSP 200ML,RONGAI,5,166.07,830.37,FEBRUARY
ITM03970,MEFNAC SUSP 60ML,RONGAI,5,112.77,563.83,MAY
ITM00084,ACTILOSA DRY SYP 30ML,RONGAI,5,600,"3,000.00",MAY
ITM00880,BRONCHOCOFF SYP 100ML,RONGAI,6,102.52,615.09,FEBRUARY
ITM06201,VAGICLIN PLUS PESS 7s,RONGAI,7,142.86,"1,000.00",APRIL
ITM07520,SALBUTAMOL VENTOSAL 100ML,RONGAI,8,27.68,221.43,APRIL
ITM01529,CLOPRESS 75MG 30S,RONGAI,9,57.67,519,JUNE
ITM01339,CEZINE SYP 60ML,RONGAI,9,314,"2,826.00",MAY
ITM03414,ITACARE 100MG 10s,RONGAI,10,119.5,"1,195.00",JANUARY
ITM06032,TRESDERM CREAM 30G,RONGAI,10,97.39,973.89,APRIL
ITM02891,FUNGITER 250MG 10S,RONGAI,10,62,620,MAY
ITM00352,AMPICILLIN  250MG  100S,RONGAI,10,3.13,31.27,FEBRUARY
ITM05791,SYLATE 500MG 18S,RONGAI,15,80.83,"1,212.50",APRIL
ITM05800,SYNAGAB 100MG 14`S (PREGABALIN),RONGAI,28,40.93,"1,146.00",FEBRUARY
ITM00386,ANGIZAAR 50MG 30S,RONGAI,30,19.13,574,MARCH
ITM02489,ESOSE TABS 20MG 10S,RONGAI,30,32.3,969,APRIL
ITM02755,FLUCONAZOLE CRIPTOCAN 200MG 10s,RONGAI,30,20.5,615.09,FEBRUARY
ITM00801,BIOCOF SYP 60ML,RONGAI,31,41.01,"1,271.19",MAY
ITM03496,KETAMINE INJ,RONGAI,32,292.17,"9,349.37",JANUARY
ITM02171,DOXAFIN 5MG TABS 20s,RONGAI,40,17.5,700,MARCH
ITM01274,CEREGARD FORTE TABS 10S,RONGAI,40,170,"6,800.00",MARCH
ITM07756,ETORICOXIB 120MG (TORIXAGEN) 20`S,RONGAI,40,103.5,"4,140.00",FEBRUARY
ITM01448,CLARIE DS 250MG/5ML 50ML,RONGAI,49,869,"42,581.00",APRIL
ITM01355,CHLORAMPHENICOL INJ,RONGAI,50,60.48,"3,024.19",JANUARY
ITM05979,CPM TORAMIN 60ML,RONGAI,51,26.65,"1,359.35",APRIL
ITM03871,LYRICA 150MG 28s,RONGAI,56,143.14,"8,016.00",APRIL
ITM05865,TELMICOS 40-H TABS 30s,RONGAI,60,33.33,"2,000.00",JUNE
ITM08197,GLIFEMPA 25MG TABS 30`S,RONGAI,60,78.41,"4,704.62",FEBRUARY
ITM03975,MEFTAL SPAS 250MG+10MG TABS 60`S,RONGAI,60,17.5,"1,050.00",MAY
ITM05871,TELTAS 40H 30S,RONGAI,60,67.67,"4,060.00",FEBRUARY
ITM06161,UNICONTIN 400MG 100S,RONGAI,80,35.57,"2,845.82",FEBRUARY
ITM02441,ESOFAG 20MG TABS 30S,RONGAI,96,22.07,"2,118.40",MARCH
ITM04178,MONTANA 5MG 14S,RONGAI,112,56.93,"6,376.00",MAY
ITM00503,ASOMEX LT TABS 60s,RONGAI,120,52.15,"6,258.00",FEBRUARY
ITM05024,PIOGLUC 30MG 28s,RONGAI,140,17.14,"2,398.95",FEBRUARY
ITM02472,ESOMEPRAZOLE(ESOPRIDE)20MG 30S,RONGAI,180,49.27,"8,868.00",JUNE
